boundaryCollection,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,nameField,boundarySource-1,boundarySource-2,boundarySource-3,boundarySource-4,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildUpdateDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,apiURL,boundaryCount,boundaryYearSourceLag,statsArea,statsPerimeter,statsVertices,statsLineResolution,statsVertexDensity
geoBoundaries (Humanitarian),Nigeria,NGA,2017,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),"Office for the Surveyor General of the Federation of Nigeria (OSGOF), Ehealth, United Nations Cartographic Section (UNCS)",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/nga-administrative-boundaries,data.humdata.org/dataset/nga-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/NGA/ADM0/geoBoundaries-NGA-ADM0.topojson,1,,909749.3660626698,5364.018194517207,6575,815.8202577212483,1.2257601972194259
geoBoundaries (Humanitarian),Nigeria,NGA,2017,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),"Office for the Surveyor General of the Federation of Nigeria (OSGOF), Ehealth, United Nations Cartographic Section (UNCS)",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/nga-administrative-boundaries,data.humdata.org/dataset/nga-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/NGA/ADM1/geoBoundaries-NGA-ADM1.topojson,37,,909749.7839873133,35085.145770021714,39201,895.0063970312419,1.1173104497543531
geoBoundaries (Humanitarian),Guatemala,GTM,2018,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),Coordinadora Nacional Para La Reducción De Desastres,HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/GTM/ADM2/geoBoundaries-GTM-ADM2.topojson,342,,108239.53424527649,28011.68538615056,111508,251.20785402079275,3.9807672570509234
geoBoundaries (Humanitarian),Guatemala,GTM,2018,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),Coordinadora Nacional Para La Reducción De Desastres,HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/GTM/ADM0/geoBoundaries-GTM-ADM0.topojson,1,,108239.44074344222,2381.7877708951796,10380,229.45932282227167,4.358070910784273
geoBoundaries (Humanitarian),Guatemala,GTM,2018,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),Coordinadora Nacional Para La Reducción De Desastres,HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/GTM/ADM1/geoBoundaries-GTM-ADM1.topojson,22,,108239.62992321327,8774.232831753872,42733,205.3268628870866,4.870283342077458
geoBoundaries (Humanitarian),Chad,TCD,2016,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),OCHA Chad,HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Middle Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/TCD/ADM2/geoBoundaries-TCD-ADM2.topojson,70,,1265059.5698368042,38742.099320524,10882,3560.2002683811797,0.28088307528123946
geoBoundaries (Humanitarian),Chad,TCD,2016,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),OCHA Chad,HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Middle Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/TCD/ADM0/geoBoundaries-TCD-ADM0.topojson,1,,1265058.9554724882,6094.106464514903,5791,1052.3409539828876,0.9502623614667962
geoBoundaries (Humanitarian),Chad,TCD,2016,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),OCHA Chad,HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Middle Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/TCD/ADM1/geoBoundaries-TCD-ADM1.topojson,23,,1265057.0837475315,24711.182371061277,8833,2797.597913626319,0.35744950878368864
geoBoundaries (Humanitarian),Haiti,HTI,2017,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),Centre National de l'Information Géo-Spatiale (CNIGS),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/HTI/ADM2/geoBoundaries-HTI-ADM2.topojson,140,,26942.31891565968,11098.455937321667,52060,213.18586126242155,4.690742594646312
geoBoundaries (Humanitarian),Haiti,HTI,2017,ADM3,Unknown,shapeName,geoBoundaries (Humanitarian),Centre National de l'Information Géo-Spatiale (CNIGS),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/HTI/ADM3/geoBoundaries-HTI-ADM3.topojson,570,,26942.330660110543,20313.53255701086,88741,228.90808709627865,4.3685656224954625
geoBoundaries (Humanitarian),Haiti,HTI,2017,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),Centre National de l'Information Géo-Spatiale (CNIGS),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/HTI/ADM0/geoBoundaries-HTI-ADM0.topojson,1,,26942.34767056005,2295.2304494285827,11358,202.08051148341104,4.948522708396306
geoBoundaries (Humanitarian),Haiti,HTI,2017,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),Centre National de l'Information Géo-Spatiale (CNIGS),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,"Aug 25, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/HTI/ADM1/geoBoundaries-HTI-ADM1.topojson,10,,26942.358506760338,4400.821478411674,22123,198.92516740097068,5.027016003381382
geoBoundaries (Humanitarian),Bangladesh,BGD,2020,ADM2,District,shapeName,geoBoundaries (Humanitarian),OCHA ROAP,Bangladesh Bureau of Statistics,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,"Jun 02, 2021","Aug 25, 2021",Asia,Central and Southern Asia,Southern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/BGD/ADM2/geoBoundaries-BGD-ADM2.topojson,64,,139852.0178481295,29526.075897223538,1062574,27.787312598674106,35.98764711229095
geoBoundaries (Humanitarian),Bangladesh,BGD,2015,ADM3,upazila,shapeName,geoBoundaries (Humanitarian),HDX,OCHA,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,"Dec 17, 2020","Aug 25, 2021",Asia,Central and Southern Asia,Southern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/BGD/ADM3/geoBoundaries-BGD-ADM3.topojson,544,,139846.6611706927,62800.30437583013,2845895,22.066978709977047,45.316579724974964
geoBoundaries (Humanitarian),South Sudan,SSD,2018,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),"South Sudan Information Management Working Group (IMWG), National Bureau of Statistics (NBS), and OCHA",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/south-sudan-administrative-boundaries,data.humdata.org/dataset/south-sudan-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/SSD/ADM2/geoBoundaries-SSD-ADM2.topojson,79,,642908.011178001,34997.07067641385,21828,1603.3109160900608,0.6237093441855093
geoBoundaries (Humanitarian),South Sudan,SSD,2018,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),"South Sudan Information Management Working Group (IMWG), National Bureau of Statistics (NBS), and OCHA",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/south-sudan-administrative-boundaries,data.humdata.org/dataset/south-sudan-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/SSD/ADM0/geoBoundaries-SSD-ADM0.topojson,1,,642907.6926035939,5759.84868010143,15080,381.9528302454529,2.6181243358175244
geoBoundaries (Humanitarian),South Sudan,SSD,2018,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),"South Sudan Information Management Working Group (IMWG), National Bureau of Statistics (NBS), and OCHA",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/south-sudan-administrative-boundaries,data.humdata.org/dataset/south-sudan-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/SSD/ADM1/geoBoundaries-SSD-ADM1.topojson,10,,642908.0930993094,14657.279188942213,19903,736.4356724585346,1.3578918531493402
geoBoundaries (Humanitarian),Sudan,SDN,2020,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),"Information Management Working Group (IMWG), OCHA",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,"Aug 25, 2021","Aug 27, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/SDN/ADM2/geoBoundaries-SDN-ADM2.topojson,189,,1871532.806724246,80255.20909320722,34245,2343.5599092774773,0.42670127443351824
geoBoundaries (Humanitarian),Sudan,SDN,2020,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),"Information Management Working Group (IMWG), OCHA",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,"Aug 25, 2021","Aug 27, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/SDN/ADM0/geoBoundaries-SDN-ADM0.topojson,1,,1871539.9634654636,8119.140370553993,6063,1339.1292051053924,0.7467539324715855
geoBoundaries (Humanitarian),Sudan,SDN,2020,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),"Information Management Working Group (IMWG), OCHA",HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,"Aug 25, 2021","Aug 27, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/SDN/ADM1/geoBoundaries-SDN-ADM1.topojson,19,,1871543.6592229158,28138.048984435874,19891,1414.6120850855098,0.7069075759659953
geoBoundaries (Humanitarian),Gambia,GMB,2017,ADM2,Districts,shapeName,geoBoundaries (Humanitarian),World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,data.humdata.org/dataset/gambia-administrative-boundaries,data.humdata.org/dataset/gambia-administrative-boundaries,"Oct 28, 2020","Jul 12, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/GMB/ADM2/geoBoundaries-GMB-ADM2.topojson,37,,10756.038421772346,3232.2952965134587,9254,349.2862866342618,2.8629809937173443
geoBoundaries (Humanitarian),Gambia,GMB,2017,ADM0,The Gambia,shapeName,geoBoundaries (Humanitarian),World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),,Other - Humanitarian,,data.humdata.org/dataset/gambia-administrative-boundaries,data.humdata.org/dataset/gambia-administrative-boundaries,"Nov 10, 2020","Jul 12, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/GMB/ADM0/geoBoundaries-GMB-ADM0.topojson,1,,10756.051188610096,1250.1815688585446,1106,1130.3630821505828,0.8846714969648873
geoBoundaries (Humanitarian),Gambia,GMB,2017,ADM1,Local Government Area,shapeName,geoBoundaries (Humanitarian),World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,data.humdata.org/dataset/gambia-administrative-boundaries,data.humdata.org/dataset/gambia-administrative-boundaries,"Nov 05, 2020","Jul 12, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/GMB/ADM1/geoBoundaries-GMB-ADM1.topojson,8,,10756.205304062649,1800.149349133804,3577,503.25673724735924,1.9870573526142046
geoBoundaries (Humanitarian),Côte d'Ivoire,CIV,2011,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),Comité National de Télédétection et d'Information Géographique (CNTIG),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,"Aug 25, 2021","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/CIV/ADM2/geoBoundaries-CIV-ADM2.topojson,108,,321608.06661835185,33017.98251725375,104933,314.6577579717892,3.1780560773259423
geoBoundaries (Humanitarian),Côte d'Ivoire,CIV,2011,ADM3,Unknown,shapeName,geoBoundaries (Humanitarian),Comité National de Télédétection et d'Information Géographique (CNTIG),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,"Aug 25, 2021","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/CIV/ADM3/geoBoundaries-CIV-ADM3.topojson,510,,321608.17927584593,63723.65435408889,179817,354.380588899208,2.8218249851275496
geoBoundaries (Humanitarian),Côte d'Ivoire,CIV,2011,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),Comité National de Télédétection et d'Information Géographique (CNTIG),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,"Aug 25, 2021","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/CIV/ADM0/geoBoundaries-CIV-ADM0.topojson,1,,321608.3479879428,3757.4123761627484,7608,493.8764952895305,2.0247977167120683
geoBoundaries (Humanitarian),Côte d'Ivoire,CIV,2011,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),Comité National de Télédétection et d'Information Géographique (CNTIG),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,"Aug 25, 2021","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/CIV/ADM1/geoBoundaries-CIV-ADM1.topojson,33,,321608.0293574243,20606.68847716629,65435,314.91844543694185,3.1754253029304897
geoBoundaries (Humanitarian),Niger,NER,2006,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),IGNN (as of 2006) and  OCHA/ROWCA ( 2014/ 2015),HDX,,Other - Humanitarian,,data.humdata.org/dataset/niger-administrative-boundaries,data.humdata.org/dataset/niger-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/NER/ADM2/geoBoundaries-NER-ADM2.topojson,67,,1183622.934486427,34753.397714928746,10187,3411.5439005525423,0.29312241880810547
geoBoundaries (Humanitarian),Niger,NER,2006,ADM3,Unknown,shapeName,geoBoundaries (Humanitarian),IGNN (as of 2006) and  OCHA/ROWCA ( 2014/ 2015),HDX,,Other - Humanitarian,,data.humdata.org/dataset/niger-administrative-boundaries,data.humdata.org/dataset/niger-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/NER/ADM3/geoBoundaries-NER-ADM3.topojson,266,,1183623.2659739577,59231.50077228263,19821,2988.3205071531524,0.3346361267495561
geoBoundaries (Humanitarian),Niger,NER,2006,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),IGNN (as of 2006) and  OCHA/ROWCA ( 2014/ 2015),HDX,,Other - Humanitarian,,data.humdata.org/dataset/niger-administrative-boundaries,data.humdata.org/dataset/niger-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/NER/ADM0/geoBoundaries-NER-ADM0.topojson,1,,1183624.400975486,5724.8214745257,2840,2015.7822093400353,0.4960853386673151
geoBoundaries (Humanitarian),Niger,NER,2006,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),IGNN (as of 2006) and  OCHA/ROWCA ( 2014/ 2015),HDX,,Other - Humanitarian,,data.humdata.org/dataset/niger-administrative-boundaries,data.humdata.org/dataset/niger-administrative-boundaries,"Aug 25, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/NER/ADM1/geoBoundaries-NER-ADM1.topojson,8,,1183622.9855212772,12830.227983698283,4198,3056.271554001497,0.32719605647957756
geoBoundaries (Humanitarian),Yemen,YEM,2019,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),Central Statistical Organization (CSO),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/yemen-admin-boundaries,data.humdata.org/dataset/yemen-admin-boundaries,"Aug 25, 2021","Aug 28, 2021",Asia,Northern Africa and Western Asia,Western Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/YEM/ADM2/geoBoundaries-YEM-ADM2.topojson,335,,453076.76068235777,47938.360039919775,146214,327.8643634666979,3.0500417594227884
geoBoundaries (Humanitarian),Yemen,YEM,2019,ADM3,Unknown,shapeName,geoBoundaries (Humanitarian),Central Statistical Organization (CSO),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/yemen-admin-boundaries,data.humdata.org/dataset/yemen-admin-boundaries,"Aug 25, 2021","Aug 28, 2021",Asia,Northern Africa and Western Asia,Western Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/YEM/ADM3/geoBoundaries-YEM-ADM3.topojson,2149,,453076.91273141955,82988.79326750989,315562,262.9872838539174,3.802465219403817
geoBoundaries (Humanitarian),Yemen,YEM,2019,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),Central Statistical Organization (CSO),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/yemen-admin-boundaries,data.humdata.org/dataset/yemen-admin-boundaries,"Aug 25, 2021","Aug 28, 2021",Asia,Northern Africa and Western Asia,Western Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/YEM/ADM0/geoBoundaries-YEM-ADM0.topojson,1,,453076.7990987752,5399.334976695999,36909,146.28776116112599,6.835841850765412
geoBoundaries (Humanitarian),Yemen,YEM,2019,ADM1,Unknown,shapeName,geoBoundaries (Humanitarian),Central Statistical Organization (CSO),HDX,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/yemen-admin-boundaries,data.humdata.org/dataset/yemen-admin-boundaries,"Aug 25, 2021","Aug 28, 2021",Asia,Northern Africa and Western Asia,Western Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/YEM/ADM1/geoBoundaries-YEM-ADM1.topojson,22,,453076.66737366485,16607.981147421575,67874,244.6884101043341,4.086830265371392
geoBoundaries (Humanitarian),Malawi,MWI,2020,ADM3,Traditional Authority Area,shapeName,geoBoundaries (Humanitarian),OCHA,National Statistical Office of Malawi,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,data.humdata.org/dataset/malawi-administrative-level-0-3-boundaries,data.humdata.org/dataset/malawi-administrative-level-0-3-boundaries,"Oct 21, 2020","Jul 09, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/MWI/ADM3/geoBoundaries-MWI-ADM3.topojson,368,,95777.70736758411,26360.938432473347,352723,74.73552456877874,13.3805175754096
geoBoundaries (Humanitarian),Lebanon,LBN,2015,ADM2,Unknown,shapeName,geoBoundaries (Humanitarian),Central Administration of Statistics Lebanon,HDX,,Public Domain,,data.humdata.org/dataset/lebanon-administrative-boundaries-levels-0-3,data.humdata.org/dataset/lebanon-administrative-boundaries-levels-0-3,"Aug 25, 2021","Aug 27, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/LBN/ADM2/geoBoundaries-LBN-ADM2.topojson,26,,10176.278994319495,3514.7473732594067,72469,48.500012050109795,20.618551578230715
geoBoundaries (Humanitarian),Lebanon,LBN,2015,ADM3,Unknown,shapeName,geoBoundaries (Humanitarian),Central Administration of Statistics Lebanon,HDX,,Public Domain,,data.humdata.org/dataset/lebanon-administrative-boundaries-levels-0-3,data.humdata.org/dataset/lebanon-administrative-boundaries-levels-0-3,"Aug 25, 2021","Aug 27, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/LBN/ADM3/geoBoundaries-LBN-ADM3.topojson,1610,,10176.281382372892,19402.007534856602,441827,43.91313236822694,22.772231131558804
geoBoundaries (Humanitarian),Lebanon,LBN,2015,ADM0,Unknown,shapeName,geoBoundaries (Humanitarian),Central Administration of Statistics Lebanon,HDX,,Public Domain,,data.humdata.org/dataset/lebanon-administrative-boundaries-levels-0-3,data.humdata.org/dataset/lebanon-administrative-boundaries-levels-0-3,"Aug 25, 2021","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbHumanitarian/LBN/ADM0/geoBoundaries-LBN-ADM0.topojson,1,,10176.282413660538,814.943303009406,16083,50.67110010628651,19.735115241280006
